Country Name;Country Code;Series Name;Series Code;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Greenland;GRL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1.73582505889665;-0.496519391959083;1.39419335955624;-1.29828069335511;4.7421356730152;-2.52931802394474;4.68195410972302;0.468546637744055;3.21802733064499;..
Greenland;GRL;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;..;..;..;..;..
Greenland;GRL;GDP (current US$);NY.GDP.MKTP.CD;2503156060.52524;2684467375.71479;2609667673.71601;2684952726.88425;2842048997.77283;2499115623.00272;2707146783.13056;2826651925.66902;3051626389.63671;..
Greenland;GRL;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;10.13577;..;10.3921;10.56648;..;..;..;..
Greenland;GRL;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Greenland;GRL;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;2.82872;..;2.94424;3.02741;..;..;..;..
Greenland;GRL;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;0.10487;..;0.08444;0.10101;..;..;..;..
Greenland;GRL;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Grenada;GRD;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-0.511262754149129;0.764976824032317;-1.15514373468322;2.35141877347161;7.34407652185287;6.44314373327768;3.73561413158529;4.44274028787592;4.14115283820682;3.12631698382337
Grenada;GRD;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;..;..;3.17043;..;..
Grenada;GRD;GDP (current US$);NY.GDP.MKTP.CD;771013259.259259;778655925.925926;799882259.259259;842620111.111111;911497407.407407;997007925.925926;1061631222.22222;1125685185.18519;1168696296.2963;1228170370.37037
Grenada;GRD;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Grenada;GRD;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Grenada;GRD;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Grenada;GRD;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Grenada;GRD;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Guam;GUM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2.0916126333403;0.122925629993858;2.02578268876611;1.82511030886484;1.73330707110497;0.464666021297205;0.28907303912122;0.249807840122983;-0.268353459842814;..
Guam;GUM;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;..;..;..;..;..
Guam;GUM;GDP (current US$);NY.GDP.MKTP.CD;4895000000;4928000000;5199000000;5336000000;5538000000;5710000000;5795000000;5851000000;5920000000;..
Guam;GUM;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Guam;GUM;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Guam;GUM;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Guam;GUM;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Guam;GUM;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Guatemala;GTM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2.86948775349354;4.16204893702586;2.9698574079878;3.69758610019476;4.44397807385226;4.09217057685802;2.67780255532826;3.02343068680067;3.21490624346517;3.84599785330366
Guatemala;GTM;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;2.80306;2.92014;2.95786;2.84226;2.94139;2.95518;2.83281;2.79538;2.92707;..
Guatemala;GTM;GDP (current US$);NY.GDP.MKTP.CD;41338008612.7727;47654783851.8252;50388460924.7345;52996540576.3161;57852399834.4585;62186186575.7433;66053725049.0138;71612352781.0667;73118147808.2775;76710385879.6627
Guatemala;GTM;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;1.93862;2.37331;6.89062;..;..;..;..;..
Guatemala;GTM;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;99.90501;97.54731;96.56161;96.73657;96.72181;96.211;97.43631;95.59148;92.38786;..
Guatemala;GTM;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;0.16875;0.18378;0.36394;..;..;..;..;..
Guatemala;GTM;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;0;0.01137;0.04153;..;..;..;..;..
Guatemala;GTM;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;87.5614013671875;85.8210983276367;87.2509002685547;85.844596862793;79.6392974853516;85.2110977172852;82.5612030029297;82.0997009277344;..;..
Guinea;GIN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4.81336296141666;5.61210718997094;5.91528813844178;3.94568543051264;3.69654118231641;3.82592238557429;10.8183838150416;10.3381213968476;6.1811389373444;5.5769689028111
Guinea;GIN;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;2.55119;2.28742;1.83371;2.63421;2.42281;2.51714;2.5445;2.41622;2.57251;..
Guinea;GIN;GDP (current US$);NY.GDP.MKTP.CD;6853467857.61127;6785137172.77058;7638045254.42864;8376613843.27265;8778473614.54727;8794202443.67366;8603884845.39159;10336634798.7593;12207116729.0778;13590281808.6928
Guinea;GIN;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;4.42658;..;..;..;..;..
Guinea;GIN;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;92.2934;96.4834;..;77.39178;87.61369;87.67404;87.67404;87.67404;87.63375;..
Guinea;GIN;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Guinea;GIN;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Guinea;GIN;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Guinea-Bissau;GNB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4.61097090010318;8.08477973398718;-1.71268301181073;3.25590426517692;0.96456075098132;6.13408294113292;6.26280563780463;5.9191766258605;3.79999999834297;4.60009404540054
Guinea-Bissau;GNB;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1.86082;1.85786;2.00106;2.13249;..;..;..;..;..;..
Guinea-Bissau;GNB;GDP (current US$);NY.GDP.MKTP.CD;849050127.504407;1098379391.95039;989327811.785114;1045790132.98518;1053512334.17271;1047808175.00057;1178204501.38801;1346841897.00437;1458156026.13413;1340389410.76003
Guinea-Bissau;GNB;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Guinea-Bissau;GNB;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;73.97214;70.46007;66.89154;49.23128;..;..;..;..;..;..
Guinea-Bissau;GNB;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Guinea-Bissau;GNB;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Guinea-Bissau;GNB;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Guyana;GUY;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4.13856434968405;5.19605925781059;5.27642264277056;5.01772495184436;3.89824320567487;3.05486453959792;3.36321612361941;2.10000339147835;4.10000155013697;4.69589172228575
Guyana;GUY;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.63855;3.59204;3.18242;..;5.84796;5.21482;6.061;6.23007;5.88842;..
Guyana;GUY;GDP (current US$);NY.GDP.MKTP.CD;2273225041.96217;2576024115.57832;2861562265.88301;2987684170.24434;3077643313.70623;3197220338.98305;3504024213.07506;3555205811.13802;3878662620.77146;4280443645.08393
Guyana;GUY;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Guyana;GUY;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;91.25668;79.33687;85.38648;..;..;..;..;..;..;..
Guyana;GUY;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Guyana;GUY;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Guyana;GUY;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;78.4443969726563;..
Haiti;HTI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-3.12239442952746;5.52374001507158;2.89224017227224;4.24763999352109;2.77630013692342;1.22432977752609;1.45271015217151;1.17328004003885;1.48387978817684;-0.934870010359219
Haiti;HTI;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;3.0242;3.15723;2.44959;2.68984;2.78047;..
Haiti;HTI;GDP (current US$);NY.GDP.MKTP.CD;6622541528.56888;7516834160.25277;7890647021.75659;8485077205.26002;8775444941.93681;8724656126.49849;7970649131.23416;8409497402.4589;9658721169.63284;8498981820.87012
Haiti;HTI;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Haiti;HTI;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Haiti;HTI;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Haiti;HTI;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Haiti;HTI;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;70.9182968139648;..;..;..;..;..;..;..
Honduras;HND;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3.73114034433009;3.83569066207508;4.12868774866939;2.79155975746801;3.0580805621437;3.84007997093951;3.89297219726413;4.84291391050387;3.69672956910365;2.65276116021215
Honduras;HND;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;5.87493;7.09012;6.41297;..;..;6.0812;..
Honduras;HND;GDP (current US$);NY.GDP.MKTP.CD;15839344591.9842;17710315005.9999;18528601901.324;18499710127.8385;19756494434.7031;20979767785.2104;21717622071.3816;23136232229.6069;24024189735.8876;25095395475.0393
Honduras;HND;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;5.11813;4.24901;..;6.2695;9.34937;10.50295;..;9.58257;..
Honduras;HND;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;95.28702;..;..;..;..;..;..
Honduras;HND;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Honduras;HND;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Honduras;HND;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;89.4672012329102;87.7148971557617;83.3788986206055;88.8618011474609;86.1977996826172;85.7181015014648;86.7397003173828;83.6037979125977;86.3080978393555;..
Hong Kong SAR, China;HKG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6.76767388348397;4.81467614434898;1.70027477144173;3.10154977999942;2.76239199769752;2.38781132673242;2.16947479147412;3.79100547995139;2.86156493383429;-1.1882723496098
Hong Kong SAR, China;HKG;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.51003;3.41822;3.50961;3.76032;3.57255;3.26212;3.29265;3.30986;3.32259;..
Hong Kong SAR, China;HKG;GDP (current US$);NY.GDP.MKTP.CD;228637697575.04;248513617677.287;262629441493.476;275696879834.966;291459356985.337;309383627028.561;320837638328.846;341244161576.759;361693053517.893;366029556273.051
Hong Kong SAR, China;HKG;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Hong Kong SAR, China;HKG;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;87.32486;84.13182;81.78993;..;..;..;..;..;..;..
Hong Kong SAR, China;HKG;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Hong Kong SAR, China;HKG;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Hong Kong SAR, China;HKG;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;73.9499969482422;77.629997253418;75.3300018310547;74.9300003051758;74.8899993896484;75.5400009155273;75.2099990844727;..;..;..
Hungary;HUN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0.664291824848817;1.81907995776281;-1.47178885108306;1.96298404862907;4.1950824094781;3.84555770632589;2.19999876125495;4.32280900057566;5.09400256449817;4.92779227450188
Hungary;HUN;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;4.76895;4.60079;4.17353;4.20357;4.63313;4.5721;4.71078;..;..;..
Hungary;HUN;GDP (current US$);NY.GDP.MKTP.CD;131135561228.374;141109576981.423;128153691809.347;135409048034.154;140558786480.464;124529741437.176;127507473625.632;141510583019.556;157882912778.254;160967157503.612
Hungary;HUN;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;19.42598;19.90176;20.67309;20.40754;..;..;..
Hungary;HUN;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;89.63044;90.91073;95.64653;95.30657;91.32807;93.66943;92.56973;..;..;..
Hungary;HUN;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;7.54861;8.47981;8.89856;8.65262;..;..;..
Hungary;HUN;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;0.50284;0.65924;0.75356;0.71045;..;..;..
Hungary;HUN;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;74.9801025390625;75.4619979858398;75.2357025146484;74.8620986938477;72.597297668457;72.7125015258789;73.4492034912109;72.818000793457;72.9512023925781;72.9065017700195
Iceland;ISL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-3.43587559955074;1.88162032529462;1.29643761256099;4.13385112476247;2.08262315960049;4.74898499063316;6.62703664217112;4.54598289368673;3.81442297649168;1.91867688206403
Iceland;ISL;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;6.97848;6.81823;7.59636;7.49122;7.68856;7.53237;7.45988;..;..;..
Iceland;ISL;GDP (current US$);NY.GDP.MKTP.CD;13683689690.2042;15158548261.0475;14724078152.3141;16033517406.48;17758050018.9682;17389101641.2758;20618363255.7616;24488176539.6549;25737594324.9454;24188035738.7846
Iceland;ISL;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Iceland;ISL;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;93.36256;94.53566;94.23255;94.72823;93.87541;94.49269;95.47261;..;..;..
Iceland;ISL;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Iceland;ISL;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Iceland;ISL;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;89.9886016845703;90.7949981689453;90.9420013427734;90.8094024658203;91.0142974853516;91.7118988037109;91.749397277832;91.3290023803711;90.2083969116211;90.1645965576172
India;IND;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8.49758470158106;5.2413447428854;5.45635895072287;6.38610640094825;7.41022760508852;7.99625344413879;8.25630584417523;7.04382085538124;6.11958684138214;5.02387342771704
India;IND;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.37769;3.79618;3.8675;3.84467;..;..;..;..;..;..
India;IND;GDP (current US$);NY.GDP.MKTP.CD;1675615335600.56;1823050405350.42;1827637859135.7;1856722121394.53;2039127446298.55;2103587817041.78;2294797978291.98;2652754685834.59;2713165057513.35;2875142314811.85
India;IND;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;9.13629;..;..;..;..;..;..;..;..
India;IND;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
India;IND;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
India;IND;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
India;IND;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;62.739200592041;..;63.198600769043;..;..;..;..;..;59.9392013549805;..
Indonesia;IDN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6.22385418062366;6.16978420771008;6.03005065305612;5.55726368891013;5.006668425755;4.87632230022122;5.0330691828018;5.06978590134916;5.16970560898147;5.02471402216969
Indonesia;IDN;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;2.81228;3.18944;3.40748;3.35904;3.28801;3.5836;..;..;..;..
Indonesia;IDN;GDP (current US$);NY.GDP.MKTP.CD;755094160363.071;892969107923.094;917869910105.749;912524136718.018;890814755233.225;860854235065.079;931877364177.742;1015618742565.81;1042240309412.58;1119190780752.8
Indonesia;IDN;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;7.9665;8.48301;8.79403;..;9.37423;..
Indonesia;IDN;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;88.05248;87.42566;86.6434;87.85687;88.32183;88.13384;..;..;..;..
Indonesia;IDN;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;0.56445;0.51647;0.54863;..;0.6143;..
Indonesia;IDN;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;0.03213;0.04158;..;0.05017;..
Indonesia;IDN;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;84.0130004882813;85.4476013183594;87.9167022705078;86.605598449707;86.4095993041992;85.6206970214844;85.5942993164063;84.9628982543945;81.9134979248047;84.1673965454102
Iran, Islamic Rep.;IRN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5.79793830169417;2.64571791806476;-7.4445570297602;-0.194073471015827;4.60341887988824;-1.32064511973337;13.3962444619863;3.75518736694957;..;..
Iran, Islamic Rep.;IRN;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.70918;3.48497;3.16859;3.06795;2.80135;2.79739;3.36576;3.7904;3.95536;..
Iran, Islamic Rep.;IRN;GDP (current US$);NY.GDP.MKTP.CD;486807615326.147;580764902917.439;598868460912.847;460293149324.326;432687036177.818;384951479697.42;417983578231.417;445345282122.682;..;..
Iran, Islamic Rep.;IRN;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;14.8149;16.32008;16.86667;..;18.17661;..;..;..
Iran, Islamic Rep.;IRN;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;95.25956;93.50114;95.80325;95.89135;95.7438;95.12246;..
Iran, Islamic Rep.;IRN;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;2.77879;3.20939;3.63906;..;4.45792;..;..;..
Iran, Islamic Rep.;IRN;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;0.22334;0.29892;0.28639;..;0.36754;..;..;..
Iran, Islamic Rep.;IRN;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;67.7600021362305;..;..;..
Iraq;IRQ;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6.40256484471192;7.546471200426;13.9364301737537;7.60000000000001;0.699999999994745;2.47766461711252;15.2124627340908;-2.49464293918186;-0.563615471655993;4.40091339515327
Iraq;IRQ;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;..;..;..;..;..
Iraq;IRQ;GDP (current US$);NY.GDP.MKTP.CD;138516722649.573;185749664444.444;218000986222.639;234637674957.118;234648370497.427;177498577312.923;174878976033.937;195473049875.127;224228010477.919;234094042938.917
Iraq;IRQ;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Iraq;IRQ;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Iraq;IRQ;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Iraq;IRQ;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Iraq;IRQ;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;64.9774017333984;..;..;..;..;..;..;..
Ireland;IRL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1.80997974398586;0.343440795398124;0.225714843002336;1.35163400394072;8.55668798513403;25.1625330527198;3.67781581095514;8.14529615601917;8.16987093310331;5.54976705317371
Ireland;IRL;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;6.03804;5.85826;5.76573;5.33461;4.88139;3.75829;3.71973;..;..;..
Ireland;IRL;GDP (current US$);NY.GDP.MKTP.CD;222148757313.006;237472361872.56;224999484104.853;238543538776.684;258471885130.304;291499812103.645;300523297712.96;335663113959.724;382674360766.341;388698711348.156
Ireland;IRL;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;26.8378;..;..;..;..;..;31.16192;..;..
Ireland;IRL;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;91.29411;93.30809;94.9481;94.17247;93.76692;93.11293;92.5963;..;..;..
Ireland;IRL;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;9.20796;..;..;..;..;..;11.37665;..;..
Ireland;IRL;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;0.79249;..;..;..;..;..;0.98784;..;..
Ireland;IRL;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;82.8105010986328;82.2049026489258;81.1580963134766;81.3980026245117;80.3949966430664;80.8634033203125;80.7221984863281;81.0082015991211;81.2091979980469;81.03759765625
Isle of Man;IMN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3.39999967197102;2.0000014603237;3.19999972353575;4.49999971297315;5.00000080111161;-0.900000388021411;7.39999965684792;3.60000000000001;..;..
Isle of Man;IMN;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;..;..;..;..;..
Isle of Man;IMN;GDP (current US$);NY.GDP.MKTP.CD;5920177688.50433;6566098381.6696;6433357030.0158;6754330154.76004;7428280401.5139;6792417112.29947;6592627599.24386;6770532818.53282;..;..
Isle of Man;IMN;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Isle of Man;IMN;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Isle of Man;IMN;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Isle of Man;IMN;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Isle of Man;IMN;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Israel;ISR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5.60113767079041;4.7834974887954;2.25723754794416;4.14805455171508;3.75820019030697;2.2900921230342;3.98204637527108;3.53670318805928;3.45370251802824;3.51408454632801
Israel;ISR;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;5.54157;5.5616;5.69417;5.87925;5.78425;5.85445;5.8493;..;..;..
Israel;ISR;GDP (current US$);NY.GDP.MKTP.CD;233995676194.679;261468634231.2;257180147032.142;292636164000.637;309558454718.866;299813121212.641;318950599017.506;353253406954.97;370587977153.583;395098666121.616
Israel;ISR;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;31.39369;32.79112;33.20592;..;..;..;..
Israel;ISR;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;91.62041;91.61831;91.0451;90.71401;91.22537;90.82855;90.57632;..;..;..
Israel;ISR;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;12.08605;12.58034;12.75198;..;..;..;..
Israel;ISR;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;1.43874;1.40896;1.44092;..;..;..;..
