Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Belgium,BEL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.5464019775391,81.6401977539063,81.7550964355469,81.7143020629883,81.5628967285156,81.5541000366211,80.1978988647461,81.572998046875,81.4375,79.821403503418,78.8768997192383,78.9720001220703,80.1387023925781,79.5017013549805,78.6019973754883,79.242301940918,78.2973022460938,77.5740966796875,76.9167022705078,76.0338973999023,75.8395004272461,75.8061981201172,75.6820983886719,74.9222030639648,74.9630966186523,75.3240966796875,75.0718002319336,74.8189010620117
Belgium,BEL,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3948867,4037587,4076552,4100442,4163102,4194918,4197481,4218297,4255095,4367000,4411179,4307572,4350412,4381675,4465111,4616055,4634840,4722773,4766246,4788280,4887403,4867090,4902316,4957316,4983423,5000910,5005505,5037405,5089752,5101824
Belgium,BEL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.86619997024536,3.72560000419617,2.66380000114441,3.1159999370575,3.47720003128052,3.81419992446899,3.66380000114441,4.41039991378784,4.50080013275146,3.76410007476807,3.62639999389648,4.478600025177,4.4475998878479,3.79250001907349,3.93569993972778,4.90780019760132,4.67049980163574,4.59149980545044,4.2039999961853,4.28310012817383,3.44989991188049,3.15359997749329
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,2.09999990463257,2.70000004768372,2.79999995231628,3,5.09999990463257,6.5,5.67000007629395,7.90000009536743,6.96000003814697,9.10000038146973,11.3500003814697,13,11.6597003936768,11.8815002441406,11.3248996734619,11.279899597168,11.2566995620728,10.1293001174927,8.28429985046387,7.25029993057251,6.98629999160767,6.70149993896484,8.07680034637451,9.64669990539551,9.33950042724609,9.4827995300293,8.95580005645752,9.32250022888184,8.64859962463379,6.58640003204346,6.17749977111816,6.90950012207031,7.67959976196289,7.36339998245239,8.44019985198975,8.24590015411377,7.45790004730225,6.97559976577759,7.90759992599487,8.29249954223633,7.13959980010986,7.54169988632202,8.42529964447021,8.52270030975342,8.48200035095215,7.82969999313354,7.08620023727417,5.94820022583008,5.35970020294189
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.89227721902688,4.89265218028399,4.9564341949162,4.99987991041317,4.93054096131824,4.77084511295951,4.91312316207066,7.36722545714623,5.1063747909928,4.80769336382932,3.95944108172952,10.2183038390507,5.35189411088604,13.5599851718048,3.59282444245959,-0.0340209434206997,6.4965942870642,7.92080717857668,7.51702151348017,13.4366817635662,1.13377082280894,-0.107710428562413,-2.14317996954114,1.9720650253355,1.01251391430918,4.5394569574467,10.7353041326464,9.78771144241605,13.0092211305411,11.4433887289319,11.4640364205074,12.0594453570393,6.27569191841499,0.158363290483805,0.644238365359826,1.42821025749546,3.54467114926939,3.74064654427482,8.77899956737794,13.0165280135448,4.68120906195541,4.74167623421353,9.3335525594651,4.78720737881598,1.94221201683888,4.82402627874237,0.505864446235108,3.49204935192195,0.219496449322151,3.0018036588508,1.91786533249947,2.41767232562897,1.30212494008629,3.63535998738269,2.84964236798051,0.0850811970554588,1.86649911295092,2.08990965494719,0.26655293741338
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,28071888.5622288,29964370.7125857,31856922.8615428,33749405.0118998,36193826.1234775,40069930.0699301,44405594.4055944,47379310.3448276,44910179.6407186,47305389.2215569,53233532.9341317,59207317.0731707,66062500,78343558.2822086,103216374.269006,118066298.342541,96905829.5964126,117650000,136300000,151800000,197938222.429283,196089854.656347,182206326.985709,192103185.955321,214381949.01938,212643742.664706,231638320.535566,281082558.5859,320093360.27245,369133890.704745,412086445.492177,444720750,518239100,559858250,580863700,620140400,641383800,654314350,688992450,732732350,832050000,868350000,925050000,983500000,1051350000,1102050000,1210150000,1271600000,1351350000,1317300000,1377200000,1460800000,1522900000,1579400000,1662800000,1723800000,1775100000,1836600000,1871200000,1879613600
Belize,BLZ,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.7099990844727,83.7534027099609,85.7120971679688,85.6400985717773,84.5448989868164,82.7901992797852,..,..
Belize,BLZ,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61988,63509,64844,66080,67472,69722,72891,76795,81027,85313,89510,93651,97765,101940,106272,110813,114811,118883,123023,127214,131444,136111,140788,145520,151507,156875,164047,168345,173515,178514
Belize,BLZ,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.21999979019165,..,..,..,..,..,..,9.6899995803833,5.83319997787476,6.37349987030029,5.3467001914978,5.39559984207153,3.89910006523132,..,..
Belize,BLZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.77999973297119,11.1000003814697,12.4799995422363,13.8199996948242,12.6800003051758,14.3100004196167,12.8400001525879,..,9.06999969482422,10.039999961853,..,..,10.9099998474121,9.39000034332275,8.51000022888184,8.18000030517578,..,..,..,..,8.34910011291504,8.24390029907227,7.57819986343384,7.00040006637573,6.59549999237061,..,..
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.14128045871796,-3.42640982287578,4.73002797546205,6.6507591186332,5.29386283436428,3.57586273280779,1.07839866577679,3.84233563580638,2.87749797606187,2.0977575777372,-1.4968418282164,6.42636754448746,3.70616531858158,3.33931216069763,-4.89534544485576,0.884356333007233,4.98366372489882,1.25507803202878,6.53574740878149,6.78176387161335,9.9542311666321,2.23506634454742,-4.34782273446388,7.92983956425326,7.53032483653877,2.17114159786276,-1.50000294944441,3.40524529485123,-2.85416049626551,8.97613436064655,4.22579941870262,2.95771082640832,5.83617208779994,2.02040044766709,6.04519864774507,4.32428403143135,5.73468837672691,3.96101213801565,5.34144937202629,5.85771420543269,5.33313570603937,4.64303087074482,3.44357677591658,4.42968455385082,1.71316456361184,3.94373882815798,5.98634932177609,4.89657708429647,2.31929213912838,2.11406472648392,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733525598
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,226195579.35701,235668222.429984,236434906.75427,253927646.475909,269818988.259263,289908720.648622,302925280.773564,306222000.407316,326323097.355964,330748211.459737,333627758.154666,335072975.215766,410331900.950531,504376035.716401,554654786.965107,676870140.341529,698408244.385343,750049739.152238,928843304.783965,1186231265.18417,1405251547.23882,1291119965.11262,1267778489.03079,1095348302.91865,1051133927.00009,1045712703.02696,1336102040.71025,1562412030.34838,1620246187.15171,1502294411.46202,1959965243.76269,1986437859.90346,1695315305.70308,2274557914.07481,1598075932.35432,2169627250.93379,2361116587.86079,2268301537.65128,2455092582.30927,3676045652.8197,3511248899.71759,3663017699.61605,4174634520.35486,5337266687.57742,6179176459.36434,6565043459.50021,7027863025.13664,8158257571.77422,9748276762.24466,9699586794.44956,9535344283.47295,10693321953.6355,11141358945.1349,12517845732.2095,13284528654.0574,11388160958.249,11821066152.598,12701656930.6889,14250985958.6727,14390709094.9386
Benin,BEN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.1744995117188,..,..,..,..,..,..,..,..
Benin,BEN,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1954579,2022648,2096810,2177716,2260590,2343986,2415916,2488738,2563039,2639937,2720193,2800140,2884087,2983550,3084631,3186622,3279879,3374022,3469776,3568160,3670008,3771584,3887618,4007569,4132698,4264772,4397957,4535767,4678297,4833491
Benin,BEN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.1021003723145,..,..,..,..,..,..,..,..
Benin,BEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.180000007152557,..,..,..,..,..,1.50999999046326,..,..,..,..,..,..,..,..,..,0.689999997615814,..,..,..,..,..,..,..,1.03999996185303,2.64650011062622,..,..,..,..,..,..,..,..
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.67999999999731,4.47000000000368,1.0699999999985,11.1099999999972,4.76000000000469,14.3636363636331,13.2750397456253,2.10526315789625,3.43642611683744,6.31229235880765,3.43749999999838,1.81268882175351,1.48367952521981,0.877192982458979,3.76811594202641,8.9385474860342,5.89743589743676,1.45278450363297,2.14797136038152,7.94392523364439,2.38095238095129,-5.28541226215641,2.0089285714283,0.481400437638541,-2.00348432055975,6.66666666666802,3.74999999999943,4.05622489959951,0.443844075644776,0.0192122958719381,-3.53438340376593,-0.0597371565103231,3.00856744371407,0.599613152803229,4.39914785618222,2.60047604555287,4.60000000000198,3.90000000000011,3.38264871401167,9.31715557653585,7.2224360086321,-1.47779037455827,3.41070620413235,2.32126647646751,1.67420714931701,5.54386592809534,2.84589011430658,1.52789390961543,-5.28417714947457,-2.09411353414293,-3.33949441020565,-4.8345401709793,-2.51115443098975,..,..,..,..,..,..
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,84466654.0801544,89249986.7007156,94149985.9705588,96366652.3069165,107566650.637987,114339048.962736,134173373.782802,155102984.621576,150000000,164900000,186300000,211100000,235400000,269500000,312600000,345000000,386300000,447000000,475800000,517200000,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634899968,1679900032,1820359936,1867160064,2030749952,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5537537000,5573710000,..,..,..,..,..,..
Bermuda,BMU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.73000001907349,..,..,..,..,..,..,..,..,2.8199999332428,2.32999992370605,..,4.36999988555908,..,..,..,..,..,..,..
Bermuda,BMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.71000003814697,..,..,..,..,..,..,..,..,4.48000001907349,6.48999977111816,..,8.4399995803833,6.65999984741211,8.9399995803833,..,..,..,..,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9077290356395,3.41394147506648,11.3107136184646,4.48210512922348,4.21177503633368,11.7305766311607,28.6962653616001,4.98728969866846,7.43262644625855,10.8764346909589,-0.407875982718124,4.60089093265734,1.9863670349926,4.95150329907017,7.07411740836304,5.56517297396042,5.37383872891277,5.91403047838639,7.98397247538767,6.93302386169421,8.3489544828285,10.992281843751,7.82330236149748,6.00874223613263,7.287249352187,6.99973809500906,18.3608540555453,4.79946061155896,6.74833374849808,11.9458959983757,7.98261704055791,5.11840085800534,2.11997263298215,5.77649568013724,6.64223210535566,8.1270335383894,4.65183467529606,3.02764071925384,..
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135653295.165394,146391639.722864,148934334.038055,165585940.594059,169264991.197183,172217502.021019,201375725.614592,253182453.703704,283855833.333333,275949889.09427,299787275.842376,250045839.929639,250794359.567901,235239570.350935,270801565.189672,303053462.843047,316420860.852385,365964500.137703,376955087.251575,419035810.496981,424464089.897641,461444513.66815,520849551.532606,604041957.921855,682523857.01677,796938120.181406,874989895.601121,1168308516.63301,1227808790.6733,1234014291.82342,1547991317.81183,1777101316.67756,1781281281.57912,1756215665.09323,1907090813.45907,2003598212.99135,2158972129.00307,2450364928.07302,2446674102.01858,..
Bhutan,BTN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212232,212566,211576,210040,209001,209184,213369,219525,227233,235928,245167,254976,265422,276213,286963,297378,304768,311664,318302,325032,322183,320350,315281,325213,323981,348432,356732,364557,371964,380085
Bhutan,BTN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.11999988555908,18.2700004577637,..,..,..,..,..,..
Bhutan,BTN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.39999997615814,1.39999997615814,..,1.89999997615814,..,1.79999995231628,2.49000000953674,3.09999990463257,3.13000011444092,3.70000004768372,..,3.96000003814697,3.3199999332428,3.23000001907349,2.04999995231628,2.86999988555908,2.63000011444092,2.45000004768372,..,..,..,..
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,2.08929593589016,5.57891785814408,6.79762577727527,3.95659653301578,4.91344195519352,7.17058966270321,6.31721951771766,8.52944308380353,4.47409733124017,5.23102930127762,5.06333643455241,7.96748521281012,5.73916152301213,2.93956781590916,7.31101772689944,4.61456748557384,4.97121565455376,2.05269457150823,0.133344043698202,-1.3717751251444,0.275620022189571,-3.93874101982378,-4.04211846998211,-0.200675994825289,-1.676387143555,-2.57387456201269,2.46347714826074,2.90950475804917,3.79013004723564,4.6357859096007,5.26652747214038,1.64649693263348,4.26929369591048,4.66727043459798,4.67827258577525,4.36134305812095,4.95420874299724,5.02935233725196,0.426889576708106,2.50780755336397,1.68380093902091,2.4855648471145,2.71134070709702,4.17329431803543,4.42143476697063,4.79700917087203,4.56438275234794,6.14849719501387,3.35700125894111,4.12671936920815,5.20409594656597,5.12227466098376,6.79601170559745,5.46056715368503,4.85718801458208,4.26392185377313,4.19520701912501,4.22362276931993,2.21670710143222
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,373879363.595386,406684585.719294,444665186.397102,478805990.083307,539491477.320156,604377104.377104,669191919.191919,755808080.808081,857912457.912458,929629629.629629,1017003367.00337,1095622895.6229,1257615644.97932,1262968515.74213,2100249875.06247,2404697651.17441,2731984007.996,3227436281.85907,3758220889.55522,4421343606.18135,4526916802.61011,5872756933.11582,5587490264.8127,5422440961.87886,6169501037.97622,5377277406.71638,3958338883.22338,4323623622.1622,4597615562.66594,4715978868.21613,4867582620.20708,5343274311.56789,5643893347.00679,5734676560.92471,5981244886.917,6715220507.05164,7396966657.47054,7925673448.41368,8497545598.08352,8285075872.27307,8397912509.09679,8141537937.61068,7905485216.17852,8082364868.39357,8773451738.91129,9549077869.1065,11451869164.7112,13120183156.7149,16674324634.2373,17339992165.2422,19649631450.6819,23963033588.0063,27084497539.7974,30659338784.3705,32996188133.1404,33000198263.3864,33941126193.9219,37508642112.8799,40287647901.5919,40895322865.4124
Bolivia,BOL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.0746994018555,85.9605026245117,87.0709991455078,82.3108978271484,88.17919921875,..,81.5279006958008,85.513801574707,81.7247009277344,81.9526977539063,80.0559997558594,78.0964965820313,77.8863983154297,79.4982986450195,..
Bolivia,BOL,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2872047,2947257,3016303,3099116,3186616,3276755,3362172,3452655,3538104,3623057,3710432,3817350,3927192,4039626,4154581,4271982,4389454,4420408,4541783,4641389,4740398,4836945,4744597,4875374,5124437,4925990,5080592,5293299,5631725,5735836
Bolivia,BOL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.02000045776367,6.78999996185303,..,..,11.3999996185303,..,..,..,..,7.65460014343262,6.19420003890991,8.02040004730225,4.61299991607666,6.30369997024536,..,2.89989995956421,4.0068998336792,4.38679981231689,3.20799994468689,3.68610000610352,6.20839977264404,6.41569995880127,5.99280023574829,..
Bolivia,BOL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,9,8.10000038146973,7.09999990463257,6.09999990463257,5.19999980926514,5.30000019073486,5.30000019073486,5.5,5.59999990463257,6.09999990463257,10.1599998474121,11.6000003814697,14.1899995803833,14.6599998474121,19.2800006866455,19.7600002288818,20.3199996948242,18,10.1000003814697,6.69000005722046,6.59000015258789,5.51999998092651,5.98999977111816,3.07999992370605,3.69000005722046,5.23000001907349,2.07999992370605,..,3.9300000667572,4.46999979019165,5.23999977111816,5.48000001907349,..,4.17000007629395,5.44999980926514,5.07999992370605,5.17999982833862,2.60339999198914,2.86339998245239,..,2.21860003471375,2.04789996147156,2.39389991760254,2.00650000572205,3.06599998474121,3.49810004234314,3.65459990501404,3.51859998703003,..
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.7999983991833,88.9576668151009,34.3895738165255,15.5999968203638,9.59999969554977,5.50000050587647,4.39999928046061,5.30000063322893,3.9999997109357,6.09996679830309,8.75925684646388,5.41727019232148,5.85558507859649,5.42672647605687,-3.00275274835376,0.767250351348665,0.908241482463865,-0.699614302351236,2.35103569521404,1.14803202141205,3.08822714327496,3.14565228865749,2.11846162295903,3.71625074935496,2.58262786645444
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1255802469.1358,1866572953.73666,2786045321.63743,3671816504.23851,4116699437.4041,4685733115.46841,5505887894.48893,5748993411.42021,6651106833.49374,8369878822.85055,10596205714.2857,11222953519.4252,12864610993.5219,15778767669.6991,19112739664.4697,17613836209.9581,17176781336.7644,18644723860.9709,17226849297.07,18178503835.4491,18558343508.3435,16211541253.1897,16913330693.9653,18080118128.3854,20183498491.2492,20047848434.5487
Bosnia and Herzegovina,BIH,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.9458999633789,79.6675033569336,80.4647979736328,81.2563018798828,79.7445983886719,83.706901550293,79.7578964233398,81.24169921875,81.3845977783203,78.9577026367188,78.9216995239258,77.4756011962891,76.5640029907227,74.5967025756836
Bosnia and Herzegovina,BIH,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1591010,1561614,1514686,1458838,1405670,1362666,1339668,1328760,1326884,1329864,1334213,1338326,1345605,1354549,1363611,1364834,1370139,1396381,1422399,1419473,1434341,1409640,1404547,1397545,1387418,1363985,1347240,1328960,1319691,1306464
Bosnia and Herzegovina,BIH,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.68070030212402,9.78979969024658,9.86209964752197,15.456000328064,14.6426000595093,19.0956001281738,16.9213008880615,21.0603008270264,20.4547004699707,21.3640003204346,16.7056007385254,15.3689002990723,13.2672004699707
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.5499992370605,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.109899520874,28.9843997955322,23.4053001403809,24.067699432373,27.3118000030518,27.5818996429443,28.0102996826172,27.4902992248535,27.5172004699707,27.6944999694824,25.4081001281738,20.5272006988525,18.4001998901367,15.692099571228
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,6.34328371864589,6.66666781380381,5.92104509641625,6.83230092720848,5.81395506314593,6.34401909331027,5.92455994292432,10.5670565011298,15.1234047073397,17.1202676706414,25.8211072190911,26.3619409474338,21.3031840927794,8.7977952167173,8.4462503762287,10.6473767108427,12.0120400916206,14.3328015877977,12.1485889229531,11.9869013810389,9.06485746505908,12.1655318567871,13.1467290492182,8.54538363956856,7.12527126928725,8.17292433266485,11.881928135108,19.4499695089935,13.0594058880328,6.77282194932553,7.4587091123188,2.91707030692542,1.91610714170143,3.62791602093857,7.03041026074564,5.82980007842275,8.32589089842865,0.443663480338245,9.66724074151195,1.98769585438754,0.250573866722732,6.06953086765014,4.62589479191556,2.70582173663567,4.55664565732843,8.36387106895727,8.27676379346968,6.24543736290877,-7.65231020253476,8.56363174773267,6.04831636706808,4.45616721309787,11.3434242527752,4.1492898931352,-1.69796561588223,4.30373745681474,2.90400634981967,4.47882348357265,2.96613593278983
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30412308.9864012,32902336.644746,35643207.6265246,38091150.566196,41613969.0506064,45790869.7473126,51464435.1464435,58646443.5146444,66248256.6248257,77356914.0788191,96245114.4611949,126957494.407159,165258093.875959,244129088.027662,306033848.417954,355172413.793103,372010119.595216,451603325.415677,590376720.598889,819877300.613497,1060923829.13021,1073861599.13948,1014907254.54016,1172258182.14969,1240796364.75662,1114764007.14811,1392634771.9653,1965274882.36345,2644536804.11244,3083800684.89751,3790567051.86778,3942792837.35655,4146513722.33019,4160086253.1468,4259330999.03151,4730611067.02258,4847752842.78924,5020214747.45261,4790458837.17078,5484257417.17845,5788329609.15755,5489608299.66445,5438857106.73536,7511582173.37724,8957467706.5354,9931134940.51346,10126940513.3125,10939053365.4786,10945070441.9283,10267133177.7334,12786654365.8738,15351972229.5341,14420393563.5442,14901750764.9811,16250750259.0212,14420604205.7459,15646316818.3319,17405538618.3969,18663264705.8824,18340510789.4272
Botswana,BWA,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.1422996520996,..,..,87.57080078125,72.4400024414063,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,428935,445533,461921,478225,494903,512192,529376,547296,566854,578755,588771,613499,637728,661949,687064,713601,741279,759980,779048,796839,776304,843186,900393,950641,962577,978489,999036,1023359,1049545,1080610
Botswana,BWA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.168999671936,..,..,4.37340021133423,6.90000009536743,..,..,..,..,..,..,..,..,..
